ID_VIDEOJUEGO,Nombre Videojuego,Año Publicación,Género,Ventas Norteamérica,Ventas Europa,Ventas Japón,Ventas Otros,Ventas Total,Puntaje Críticos,Cantidad Críticos,Puntaje Usuarios,Cantidad Usuarios,Rating,ID_DESARROLLADOR,ID_CONSOLA
VID_005035,Need for Speed Carbon,2006,Racing,270000,70000,0,10000,350000,75.0,12.0,78.0,14.0,E10+,DES_0008,CONS_004
VID_005036,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,2003,Action,250000,90000,0,10000,350000,,,,,E,DES_0029,CONS_003
VID_005037,FIFA Soccer 13,2012,Action,50000,180000,20000,90000,350000,,,32.0,19.0,E,DES_0008,CONS_009
VID_005038,The Fairly Odd Parents: Shadow Showdown,2004,Platform,170000,130000,0,40000,350000,,,,,,DES_0029,CONS_006
VID_005039,EA Sports MMA,2010,Fighting,230000,90000,0,20000,350000,79.0,63.0,70.0,55.0,T,DES_0008,CONS_013
VID_005040,Saban's Power Rangers: Lightspeed Rescue,2000,Action,190000,130000,0,20000,350000,,,,,,DES_0029,CONS_018
VID_005041,Xbox Music Mixer,2003,Misc,260000,80000,0,10000,350000,49.0,12.0,,,E,DES_0002,CONS_014
VID_005042,Defiance,2013,Shooter,190000,100000,0,60000,350000,59.0,21.0,69.0,145.0,M,DES_0148,CONS_007
VID_005043,Terminator Salvation,2009,Shooter,130000,180000,0,40000,350000,48.0,50.0,50.0,53.0,T,DES_0020,CONS_013
VID_005044,CSI: Deadly Intent - The Hidden Cases,2009,Adventure,160000,150000,0,40000,350000,,,,,,DES_0006,CONS_002
VID_005045,College Hoops 2K8,2007,Sports,170000,130000,0,40000,350000,66.0,4.0,,,E,DES_0003,CONS_006
VID_005046,Destiny: The Taken King,2015,Shooter,240000,80000,0,30000,350000,,,44.0,59.0,T,DES_0005,CONS_013
VID_005047,Pac-Man All-Stars,2011,Fighting,200000,70000,40000,40000,350000,,,,,,DES_0026,CONS_007
VID_005048,Guitar Hero: Metallica,2009,Misc,170000,130000,0,40000,350000,,,76.0,9.0,T,DES_0005,CONS_006
VID_005049,Guilty Gear X2,2002,Fighting,90000,70000,160000,20000,350000,87.0,31.0,87.0,34.0,T,DES_0100,CONS_006
VID_005050,Chicken Shoot,2007,Action,320000,0,0,20000,350000,27.0,9.0,48.0,26.0,E10+,DES_0084,CONS_011
VID_005051,Tom Clancy's Rainbow Six: Lockdown,2005,Shooter,170000,130000,0,40000,350000,70.0,15.0,69.0,9.0,M,DES_0006,CONS_006
VID_005052,From TV Animation One Piece: Tobidase Kaizokudan!,2001,Role-Playing,0,0,320000,20000,350000,,,,,,DES_0026,CONS_018
VID_005053,MotoGP 08,2008,Racing,110000,200000,0,40000,350000,68.0,20.0,56.0,12.0,E,DES_0013,CONS_013
VID_005054,LEGO Marvel's Avengers,2016,Action,190000,120000,0,30000,350000,71.0,18.0,51.0,15.0,E10+,DES_0020,CONS_015
VID_005055,The Tale of Despereaux,2008,Platform,170000,130000,0,40000,350000,,,,,E10+,DES_0204,CONS_006
VID_005056,Aggressive Inline,2002,Sports,170000,130000,0,40000,350000,85.0,31.0,87.0,14.0,T,DES_0031,CONS_006
VID_005057,Mirror's Edge Catalyst,2016,Platform,110000,160000,20000,50000,350000,69.0,50.0,47.0,578.0,T,DES_0008,CONS_008
VID_005058,Sniper Elite 3,2014,Shooter,200000,110000,0,30000,350000,63.0,12.0,66.0,68.0,M,DES_0012,CONS_015
VID_005059,Hello Kitty Daily,2008,Misc,320000,0,0,30000,350000,,,,,,DES_0124,CONS_002
VID_005060,NFL Street,2004,Sports,270000,70000,0,10000,350000,81.0,30.0,80.0,4.0,E,DES_0008,CONS_004
VID_005061,Karaoke Revolution,2003,Misc,170000,130000,0,40000,350000,83.0,29.0,91.0,17.0,E,DES_0015,CONS_006
VID_005062,Metal Arms: Glitch in the System,2003,Shooter,170000,130000,0,40000,350000,81.0,28.0,89.0,17.0,T,DES_0024,CONS_006
VID_005063,Jikkyou Powerful Pro Yakyuu 7,2000,Sports,0,0,350000,0,350000,,,,,,DES_0015,CONS_006
VID_005064,Rally Cross 2,1998,Racing,190000,130000,0,20000,350000,,,,,,DES_0043,CONS_018
VID_005065,EverGrace,2000,Role-Playing,100000,80000,150000,30000,350000,59.0,12.0,78.0,4.0,T,DES_0006,CONS_006
VID_005066,Enemy Territory: Quake Wars,2008,Shooter,230000,70000,0,40000,350000,60.0,30.0,64.0,14.0,T,DES_0005,CONS_007
VID_005067,Lunar 2: Eternal Blue Complete,1999,Role-Playing,190000,130000,0,20000,350000,86.0,12.0,89.0,37.0,T,DES_0153,CONS_018
VID_005068,Street Fighter Alpha: Warriors' Dreams,1996,Fighting,0,0,350000,0,350000,,,,,,DES_0013,CONS_023
VID_005069,Rugrats: Royal Ransom,2002,Platform,170000,130000,0,40000,350000,,,,,E,DES_0029,CONS_006
VID_005070,MLB 06: The Show,2006,Sports,320000,0,0,30000,350000,83.0,30.0,85.0,32.0,E,DES_0004,CONS_009
VID_005071,Over the Hedge,2006,Platform,270000,70000,0,10000,350000,61.0,21.0,93.0,6.0,E10+,DES_0005,CONS_004
VID_005072,Charlie and the Chocolate Factory,2005,Adventure,170000,130000,0,40000,350000,35.0,21.0,41.0,28.0,E,DES_0063,CONS_006
VID_005073,TrackMania Turbo,2016,Action,30000,260000,0,50000,350000,81.0,52.0,79.0,110.0,E,DES_0006,CONS_008
VID_005074,Kurushi Final: Mental Blocks,1998,Puzzle,0,0,320000,20000,340000,,,,,,DES_0004,CONS_018
VID_005075,Risk / Battleship / Clue,2005,Misc,250000,90000,0,10000,340000,,,,,,DES_0084,CONS_003
VID_005076,Tiger Woods PGA Tour 12: The Masters,2011,Sports,200000,110000,0,30000,340000,85.0,14.0,67.0,7.0,E,DES_0008,CONS_011
VID_005077,Def Jam Icon,2007,Action,300000,10000,0,30000,340000,69.0,48.0,63.0,108.0,M,DES_0008,CONS_013
VID_005078,SD Gundam G Generation World,2011,Strategy,0,0,340000,0,340000,,,,,,DES_0026,CONS_009
VID_005079,The Wild Thornberrys Movie,2002,Platform,250000,90000,0,10000,340000,,,,,E,DES_0029,CONS_003
VID_005080,High School Musical 3: Senior Year DANCE!,2008,Misc,170000,130000,0,40000,340000,,,,,,DES_0033,CONS_006
VID_005081,Hannah Montana: The Movie,2009,Adventure,130000,180000,0,40000,340000,,,,,E,DES_0033,CONS_011
VID_005082,Dynasty Warriors 5 Empires,2006,Action,110000,90000,120000,30000,340000,62.0,23.0,91.0,24.0,T,DES_0048,CONS_006
VID_005083,Call of Duty: Ghosts,2013,Shooter,220000,90000,10000,30000,340000,69.0,6.0,34.0,256.0,M,DES_0005,CONS_012
VID_005084,Transformers: Dark of the Moon,2011,Action,110000,180000,0,60000,340000,57.0,41.0,56.0,27.0,T,DES_0005,CONS_007
VID_005085,SoulCalibur,1999,Fighting,0,0,340000,0,340000,98.0,24.0,88.0,200.0,T,DES_0026,CONS_022
VID_005086,WipEout 3,1999,Racing,190000,130000,0,20000,340000,89.0,14.0,85.0,15.0,E,DES_0085,CONS_018
VID_005087,UEFA Euro 2008 Austria-Switzerland,2008,Sports,80000,230000,0,30000,340000,,,,,,DES_0008,CONS_013
VID_005088,SpongeBob's Boating Bash,2010,Misc,240000,70000,0,30000,340000,,,76.0,5.0,E,DES_0029,CONS_011
VID_005089,Classic NES Series: Ice Climber,2004,Platform,100000,40000,200000,10000,340000,66.0,12.0,,,E,DES_0001,CONS_003
VID_005090,Pirates of the Caribbean: At World's End,2007,Action,300000,10000,10000,30000,340000,66.0,14.0,,,E10+,DES_0033,CONS_002
VID_005091,WWE '12,2011,Fighting,230000,80000,0,30000,340000,74.0,6.0,52.0,9.0,T,DES_0029,CONS_011
VID_005092,WWE All Stars,2011,Fighting,180000,140000,0,30000,340000,75.0,64.0,72.0,45.0,T,DES_0029,CONS_013
VID_005093,Mini Ninjas,2009,Action,140000,150000,0,60000,340000,73.0,37.0,87.0,62.0,E10+,DES_0022,CONS_007
VID_005094,Tekken Tag Tournament 2,2012,Fighting,190000,110000,10000,30000,340000,83.0,35.0,75.0,90.0,T,DES_0026,CONS_013
VID_005095,Driver 2 Advance,2002,Action,250000,90000,0,10000,340000,73.0,9.0,66.0,14.0,T,DES_0011,CONS_003
VID_005096,Monster Rancher 4,2003,Simulation,80000,60000,190000,20000,340000,77.0,21.0,91.0,18.0,E,DES_0048,CONS_006
VID_005097,Mini Ninjas,2009,Action,160000,150000,0,40000,340000,61.0,10.0,58.0,4.0,E10+,DES_0022,CONS_002
VID_005098,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2004,Adventure,170000,130000,0,40000,340000,65.0,34.0,86.0,20.0,E10+,DES_0033,CONS_006
VID_005099,Iron Storm,1995,Shooter,0,0,340000,0,340000,,,,,,DES_0009,CONS_023
VID_005100,Battalion Wars 2,2007,Strategy,220000,20000,80000,20000,340000,75.0,38.0,76.0,45.0,T,DES_0001,CONS_011
VID_005101,MotorStorm: Arctic Edge,2009,Racing,70000,30000,0,250000,340000,72.0,10.0,83.0,6.0,T,DES_0004,CONS_006
VID_005102,The Fairly Odd Parents: Shadow Showdown,2004,Platform,250000,90000,0,10000,340000,,,,,,DES_0029,CONS_003
VID_005103,Marvel Super Heroes,1997,Fighting,190000,130000,0,20000,340000,,,,,,DES_0018,CONS_018
VID_005104,Super Bust-A-Move,2000,Puzzle,170000,130000,0,40000,340000,75.0,11.0,,,E,DES_0031,CONS_006
VID_005105,Hitman: Contracts,2004,Shooter,260000,70000,0,10000,340000,78.0,44.0,88.0,15.0,M,DES_0022,CONS_014
VID_005106,Supreme Commander 2,2010,Strategy,230000,90000,0,30000,340000,75.0,28.0,71.0,23.0,E10+,DES_0016,CONS_013
VID_005107,Thunderstrike: Operation Phoenix,2001,Simulation,170000,130000,0,40000,340000,65.0,15.0,81.0,7.0,T,DES_0022,CONS_006
VID_005108,Mario & Sonic at the Rio 2016 Olympic Games,2016,Action,70000,140000,110000,20000,340000,,,,,,DES_0001,CONS_012
VID_005109,Avatar: The Last Airbender - The Burning Earth,2007,Action,310000,0,0,30000,340000,,,,,,DES_0029,CONS_002
VID_005110,Racquet Sports,2010,Sports,110000,170000,0,60000,340000,45.0,17.0,43.0,8.0,E,DES_0006,CONS_007
VID_005111,Company of Heroes 2,2013,Strategy,60000,250000,0,40000,340000,80.0,82.0,21.0,6157.0,M,DES_0029,CONS_005
VID_005112,Trauma Center: Second Opinion,2006,Simulation,280000,10000,30000,30000,340000,80.0,49.0,80.0,47.0,T,DES_0001,CONS_011
VID_005113,DanceDanceRevolution,2010,Simulation,280000,40000,0,20000,340000,,,,,E,DES_0015,CONS_011
VID_005114,WWE Day of Reckoning 2,2005,Fighting,260000,70000,0,10000,340000,76.0,36.0,60.0,263.0,T,DES_0029,CONS_004
VID_005115,NBA 2K12,2011,Sports,290000,30000,0,20000,340000,,,68.0,6.0,E,DES_0003,CONS_011
VID_005116,The Urbz: Sims in the City,2004,Simulation,220000,110000,0,10000,340000,70.0,28.0,65.0,10.0,T,DES_0008,CONS_014
VID_005117,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,2010,Sports,90000,190000,0,70000,340000,,,,,,DES_0009,CONS_007
VID_005118,Night Warriors: Darkstalkers' Revenge,1995,Fighting,0,0,340000,0,340000,,,,,,DES_0018,CONS_023
VID_005119,Rayman Legends,2014,Platform,130000,180000,0,30000,340000,91.0,6.0,79.0,218.0,E10+,DES_0006,CONS_015
VID_005120,SpongeBob SquarePants: The Yellow Avenger,2005,Action,310000,0,0,20000,340000,67.0,5.0,76.0,10.0,E,DES_0029,CONS_002
VID_005121,Monopoly,2008,Misc,250000,50000,0,40000,340000,54.0,4.0,67.0,13.0,E,DES_0008,CONS_007
VID_005122,SimCity Creator,2008,Simulation,290000,20000,0,30000,340000,69.0,16.0,73.0,8.0,E,DES_0008,CONS_002
VID_005123,Off Road Challenge,1998,Racing,270000,60000,0,0,340000,,,,,,DES_0014,CONS_019
VID_005124,Tenchu Z,2006,Action,270000,20000,20000,30000,340000,56.0,51.0,73.0,58.0,M,DES_0002,CONS_013
VID_005125,Conan,2007,Action,130000,150000,0,50000,340000,69.0,35.0,72.0,40.0,M,DES_0029,CONS_007
VID_005126,Backstreet Billiards,1998,Misc,190000,130000,0,20000,340000,,,,,,DES_0049,CONS_018
VID_005127,Leisure Suit Larry: Magna Cum Laude,2004,Adventure,170000,130000,0,40000,340000,60.0,44.0,63.0,18.0,M,DES_0024,CONS_006
VID_005128,MVP 06 NCAA Baseball,2006,Sports,250000,70000,0,10000,340000,75.0,29.0,86.0,17.0,E,DES_0008,CONS_014
VID_005129,Naruto Shippuden: Ultimate Ninja Impact,2011,Fighting,90000,70000,150000,40000,340000,59.0,16.0,72.0,26.0,T,DES_0026,CONS_009
VID_005130,Momotarou Dentetsu DS: Tokyo & Japan,2007,Misc,0,0,340000,0,340000,,,,,,DES_0068,CONS_002
VID_005131,Point Blank,1997,Shooter,50000,30000,230000,20000,340000,,,,,,DES_0004,CONS_018
VID_005132,Disney Infinity 3.0,2015,Action,200000,110000,0,30000,340000,,,,,,DES_0033,CONS_015
VID_005133,Speed Racer: The Videogame,2008,Racing,280000,40000,0,30000,340000,,,,,,DES_0020,CONS_002
VID_005134,F.E.A.R.,2006,Shooter,280000,30000,0,30000,340000,85.0,44.0,73.0,131.0,M,DES_0024,CONS_013
VID_005135,Tiny Tank,1998,Action,190000,130000,0,20000,340000,,,,,,DES_0004,CONS_018
VID_005136,Yu-Gi-Oh! 5D's Tag Force 5,2010,Strategy,130000,40000,140000,30000,340000,,,,,,DES_0015,CONS_009
VID_005137,Tom Clancy's Ghost Recon: Shadow Wars,2011,Strategy,220000,90000,0,30000,340000,77.0,49.0,79.0,78.0,T,DES_0006,CONS_001
VID_005138,Smart Girl's Party Game,2008,Misc,310000,0,0,20000,340000,,,,,E,DES_0012,CONS_002
VID_005139,Spy Hunter,2002,Racing,250000,70000,0,10000,340000,71.0,19.0,,,T,DES_0039,CONS_014
VID_005140,James Bond 007: Legends,2012,Shooter,110000,160000,0,70000,340000,,,,,,DES_0005,CONS_007
VID_005141,The Sims 3: Town Life Stuff,2011,Simulation,110000,170000,0,50000,340000,,,63.0,14.0,T,DES_0008,CONS_005
VID_005142,Herbie: Fully Loaded,2005,Racing,240000,90000,0,10000,340000,47.0,9.0,68.0,4.0,E,DES_0033,CONS_003
VID_005143,Teenage Mutant Ninja Turtles,2003,Action,260000,70000,0,10000,340000,57.0,25.0,80.0,8.0,E,DES_0015,CONS_004
VID_005144,Kameo: Elements of Power,2005,Action,280000,30000,0,30000,340000,79.0,76.0,81.0,107.0,T,DES_0002,CONS_013
VID_005145,Football Manager Handheld 2008,2007,Sports,0,330000,0,0,340000,,,,,,DES_0009,CONS_009
VID_005146,Dynasty Warriors 6 Empires,2009,Action,140000,30000,150000,20000,340000,62.0,22.0,70.0,26.0,T,DES_0048,CONS_007
VID_005147,The Shoot,2010,Shooter,130000,150000,10000,50000,340000,60.0,39.0,62.0,11.0,T,DES_0004,CONS_007
VID_005148,Disney Sing It: Pop Hits,2009,Misc,100000,20000,0,220000,340000,,,,,,DES_0033,CONS_006
VID_005149,Dead or Alive 5,2015,Fighting,90000,130000,80000,40000,340000,,,,,,DES_0048,CONS_008
VID_005150,My Baby Boy,2008,Simulation,300000,10000,0,30000,340000,,,,,E,DES_0124,CONS_002
VID_005151,Puzzle Quest: Challenge of the Warlords,2007,Puzzle,280000,0,30000,20000,340000,82.0,41.0,87.0,32.0,E10+,DES_0058,CONS_002
VID_005152,Dynasty Warriors: Gundam 2,2008,Action,40000,30000,250000,10000,340000,52.0,8.0,65.0,8.0,T,DES_0026,CONS_006
VID_005153,Star Ocean: Second Evolution,2008,Role-Playing,140000,10000,160000,20000,340000,75.0,37.0,71.0,26.0,T,DES_0016,CONS_009
VID_005154,Imagine: Movie Star,2008,Simulation,310000,0,0,30000,340000,,,,,E,DES_0006,CONS_002
VID_005155,Fade to Black,1996,Action,190000,130000,0,20000,340000,,,,,,DES_0008,CONS_018
VID_005156,MXRider,2001,Racing,160000,130000,0,40000,340000,69.0,16.0,68.0,6.0,E,DES_0011,CONS_006
VID_005157,Disney Magic World 2,2015,Action,20000,110000,190000,10000,340000,,,,,,DES_0001,CONS_001
VID_005158,Delta Force: Black Hawk Down,2005,Shooter,250000,70000,0,10000,340000,61.0,37.0,66.0,19.0,T,DES_0173,CONS_014
VID_005159,Pirates of the Caribbean: At World's End,2007,Action,290000,20000,0,30000,340000,58.0,42.0,53.0,21.0,T,DES_0033,CONS_013
VID_005160,Angry Birds Star Wars,2013,Strategy,150000,150000,0,30000,340000,,,30.0,8.0,E,DES_0005,CONS_001
VID_005161,World Championship Poker 2: Featuring Howard Lederer,2005,Misc,160000,130000,0,40000,340000,67.0,20.0,,,T,DES_0060,CONS_006
VID_005162,The Eye of Judgment,2007,Misc,280000,0,20000,30000,330000,75.0,43.0,82.0,51.0,T,DES_0004,CONS_007
VID_005163,Sengoku Musou 3 Z,2011,Action,0,0,330000,0,330000,,,,,,DES_0207,CONS_007
VID_005164,Tom Clancy's Ghost Recon Advanced Warfighter,2006,Shooter,210000,110000,0,10000,330000,66.0,14.0,60.0,27.0,T,DES_0006,CONS_014
VID_005165,Iron Man 2,2010,Action,140000,160000,0,30000,330000,54.0,7.0,,,E10+,DES_0009,CONS_002
VID_005166,Tokyo Highway Battle,1996,Racing,60000,40000,210000,20000,330000,,,,,,DES_0162,CONS_018
VID_005167,NHL 09,2008,Sports,290000,20000,0,30000,330000,88.0,25.0,77.0,41.0,E10+,DES_0008,CONS_007
VID_005168,World of Final Fantasy,2016,Role-Playing,80000,140000,80000,40000,330000,77.0,74.0,83.0,222.0,E10+,DES_0016,CONS_008
VID_005169,Beyond Good & Evil,2003,Adventure,160000,130000,0,40000,330000,,,,,,DES_0006,CONS_006
VID_005170,Banjo-Kazooie: Grunty's Revenge,2003,Platform,240000,90000,0,10000,330000,72.0,21.0,81.0,18.0,E,DES_0029,CONS_003
VID_005171,Bomberman World,1998,Puzzle,60000,40000,220000,20000,330000,,,,,,DES_0004,CONS_018
VID_005172,NHL 17,2016,Sports,190000,80000,0,60000,330000,78.0,26.0,58.0,67.0,E10+,DES_0008,CONS_008
VID_005173,Mega Man ZX Advent,2007,Platform,220000,0,90000,20000,330000,78.0,27.0,86.0,32.0,E10+,DES_0013,CONS_002
VID_005174,Transformers: Revenge of the Fallen (DS Versions),2009,Action,170000,130000,0,30000,330000,,,,,,DES_0005,CONS_002
VID_005175,NCAA Basketball 10,2009,Sports,310000,0,0,30000,330000,75.0,17.0,78.0,6.0,E,DES_0008,CONS_007
VID_005176,Star Ocean 5: Integrity and Faithlessness,2016,Role-Playing,70000,90000,150000,30000,330000,,,,,,DES_0016,CONS_008
VID_005177,Jeanne d'Arc,2006,Role-Playing,210000,0,100000,20000,330000,87.0,45.0,82.0,74.0,T,DES_0004,CONS_009
VID_005178,Deathtrap Dungeon,1998,Action,190000,130000,0,20000,330000,,,,,,DES_0022,CONS_018
VID_005179,Tales of the World: Radiant Mythology 2,2009,Role-Playing,0,0,330000,0,330000,,,,,,DES_0026,CONS_009
VID_005180,Night at the Museum: Battle of the Smithsonian,2009,Action,120000,180000,0,40000,330000,,,,,E,DES_0035,CONS_002
VID_005181,Harry Potter and the Deathly Hallows - Part 2,2011,Action,190000,110000,0,30000,330000,44.0,31.0,54.0,24.0,T,DES_0008,CONS_013
VID_005182,Avatar: The Last Airbender,2006,Adventure,300000,10000,0,30000,330000,64.0,9.0,64.0,7.0,E,DES_0029,CONS_002
VID_005183,Ape Escape Academy,2004,Misc,130000,150000,0,50000,330000,51.0,48.0,58.0,4.0,E10+,DES_0004,CONS_009
VID_005184,WWE Wrestlemania XIX,2003,Fighting,260000,70000,0,10000,330000,76.0,26.0,87.0,47.0,T,DES_0029,CONS_004
VID_005185,The Sims 2,2005,Simulation,260000,70000,0,10000,330000,73.0,22.0,83.0,8.0,T,DES_0008,CONS_004
VID_005186,Hulk,2003,Action,250000,70000,0,10000,330000,69.0,25.0,77.0,9.0,T,DES_0021,CONS_014
VID_005187,Untold Legends: The Warriors Code,2006,Role-Playing,140000,120000,0,80000,330000,65.0,46.0,83.0,28.0,T,DES_0006,CONS_009
VID_005188,Klonoa 2: Lunatea's Veil,2001,Platform,120000,100000,80000,30000,330000,91.0,18.0,91.0,72.0,E,DES_0004,CONS_006
VID_005189,Deus Ex: Invisible War,2003,Shooter,250000,70000,0,10000,330000,84.0,50.0,76.0,37.0,M,DES_0022,CONS_014
VID_005190,Disney's Treasure Planet,2002,Action,160000,130000,0,40000,330000,,,,,E,DES_0004,CONS_006
VID_005191,NASCAR Thunder 2002,2001,Racing,250000,70000,0,10000,330000,82.0,17.0,,,E,DES_0008,CONS_014
VID_005192,The King of Fighters XIII,2011,Fighting,230000,60000,10000,30000,330000,79.0,31.0,82.0,51.0,T,DES_0070,CONS_013
VID_005193,BeatMania Append GottaMix,1999,Simulation,0,0,310000,20000,330000,,,,,,DES_0015,CONS_018
VID_005194,Tak 2: The Staff of Dreams,2004,Platform,260000,70000,0,10000,330000,75.0,22.0,86.0,8.0,E,DES_0029,CONS_004
VID_005195,Fracture,2008,Shooter,150000,140000,0,40000,330000,63.0,60.0,62.0,45.0,T,DES_0019,CONS_013
VID_005196,Ninja Blade,2009,Action,140000,140000,20000,30000,330000,68.0,65.0,68.0,55.0,M,DES_0002,CONS_013
VID_005197,Bookworm,2009,Puzzle,300000,10000,0,20000,330000,80.0,5.0,,,E,DES_0208,CONS_002
VID_005198,LEGO Batman 2: DC Super Heroes,2012,Action,160000,110000,0,60000,330000,62.0,9.0,67.0,46.0,E10+,DES_0020,CONS_010
VID_005199,Bee Movie Game,2007,Action,300000,10000,0,30000,330000,62.0,16.0,76.0,7.0,E,DES_0005,CONS_011
VID_005200,Kelly Slater's Pro Surfer,2002,Sports,160000,130000,0,40000,330000,77.0,19.0,84.0,15.0,E,DES_0005,CONS_006
VID_005201,Sniper: Ghost Warrior 2,2013,Shooter,50000,180000,30000,70000,330000,52.0,15.0,60.0,82.0,M,DES_0086,CONS_007
VID_005202,Shrek SuperSlam,2005,Action,240000,90000,0,10000,330000,58.0,4.0,,,E10+,DES_0005,CONS_003
VID_005203,Legends of Wrestling II,2002,Fighting,160000,130000,0,40000,330000,59.0,15.0,67.0,6.0,T,DES_0031,CONS_006
VID_005204,World Stadium 3,1999,Sports,0,0,310000,20000,330000,,,,,,DES_0026,CONS_018
VID_005205,LEGO Pirates of the Caribbean: The Video Game,2011,Action,120000,130000,0,80000,330000,67.0,5.0,,,E10+,DES_0033,CONS_009
VID_005206,Extra Bases,1990,Sports,0,0,330000,0,330000,,,,,,DES_0026,CONS_017
VID_005207,Virtua Tennis 2009,2009,Sports,120000,180000,0,30000,330000,70.0,43.0,62.0,15.0,E,DES_0009,CONS_013
VID_005208,Street Fighter Alpha 3 MAX,2006,Fighting,270000,10000,20000,30000,330000,80.0,35.0,80.0,27.0,T,DES_0013,CONS_009
VID_005209,MLB 09: The Show,2009,Sports,160000,130000,0,40000,330000,79.0,7.0,75.0,12.0,E,DES_0004,CONS_006
VID_005210,Cool Boarders 2001,2001,Sports,160000,130000,0,40000,330000,78.0,16.0,,,E,DES_0004,CONS_006
VID_005211,Hell's Kitchen: The Game,2008,Simulation,300000,0,0,30000,330000,,,,,,DES_0006,CONS_011
VID_005212,Classic NES Series: Castlevania,2004,Platform,170000,60000,90000,10000,330000,74.0,10.0,86.0,12.0,E,DES_0001,CONS_003
VID_005213,Scooby-Doo! First Frights,2009,Action,140000,30000,0,160000,330000,,,,,,DES_0020,CONS_006
VID_005214,Fight Night Round 3,2006,Fighting,260000,60000,0,10000,330000,83.0,32.0,90.0,21.0,T,DES_0008,CONS_014
VID_005215,GT Advance Championship Racing,2001,Racing,240000,90000,0,10000,330000,82.0,10.0,,,E,DES_0029,CONS_003
VID_005216,Way of the Samurai 2,2003,Action,50000,40000,230000,10000,330000,59.0,32.0,90.0,24.0,M,DES_0013,CONS_006
VID_005217,Planet Puzzle League,2007,Puzzle,140000,10000,160000,10000,330000,86.0,25.0,82.0,15.0,E,DES_0001,CONS_002
VID_005218,BattleTanx,1998,Action,260000,60000,0,0,330000,,,,,,DES_0076,CONS_019
VID_005219,Naruto: Rise of a Ninja,2007,Action,290000,10000,0,30000,330000,78.0,35.0,86.0,84.0,T,DES_0006,CONS_013
VID_005220,Cabela's Dangerous Hunts 2011,2010,Sports,260000,40000,0,30000,330000,60.0,4.0,54.0,9.0,T,DES_0005,CONS_007
VID_005221,Hatsune Miku: Project Diva Extend,2011,Misc,0,0,330000,0,330000,,,,,,DES_0009,CONS_009
VID_005222,Pitfall 3D: Beyond the Jungle,1998,Platform,180000,120000,0,20000,330000,,,,,,DES_0005,CONS_018
VID_005223,Disgaea 2: Cursed Memories,2006,Role-Playing,90000,70000,150000,20000,330000,84.0,54.0,64.0,42.0,T,DES_0048,CONS_006
VID_005224,Clock Tower 3,2002,Adventure,100000,80000,120000,30000,330000,69.0,28.0,76.0,38.0,M,DES_0013,CONS_006
VID_005225,Etrian Odyssey,2007,Role-Playing,190000,20000,90000,20000,330000,75.0,30.0,85.0,37.0,T,DES_0001,CONS_002
VID_005226,Call Of Duty 2: Big Red One,2005,Shooter,250000,70000,0,10000,330000,76.0,28.0,79.0,14.0,T,DES_0005,CONS_004
VID_005227,Dragon Ball Z: Extreme Butoden,2015,Fighting,120000,30000,160000,20000,330000,61.0,32.0,66.0,32.0,T,DES_0026,CONS_001
VID_005228,Night at the Museum: Battle of the Smithsonian,2009,Action,170000,130000,0,30000,330000,54.0,8.0,,,E10+,DES_0035,CONS_011
VID_005229,Disgaea: Hour of Darkness,2003,Role-Playing,160000,130000,0,40000,330000,84.0,42.0,89.0,74.0,T,DES_0048,CONS_006
